id,time_of_event,time_of_alert,label,vid_path,event_frame,tensor_path
00674,19.536,17.903,1,data/00674.mp4,7,train_tensor/00674.pt
00675,19.2,18.5,1,data/00675.mp4,7,train_tensor/00675.pt
00677,20.1,18.967,1,data/00677.mp4,7,train_tensor/00677.pt
00678,10.167,7.6,1,data/00678.mp4,8,train_tensor/00678.pt
00682,19.7,18.533,1,data/00682.mp4,7,train_tensor/00682.pt
00683,20.912,19.474,1,data/00683.mp4,7,train_tensor/00683.pt
00684,18.357,17.382,1,data/00684.mp4,6,train_tensor/00684.pt
00686,19.567,18.533,1,data/00686.mp4,7,train_tensor/00686.pt
00687,18.981,17.053,1,data/00687.mp4,7,train_tensor/00687.pt
00690,21.133,17.033,1,data/00690.mp4,7,train_tensor/00690.pt
00691,19.933,18.867,1,data/00691.mp4,7,train_tensor/00691.pt
00692,20.416,17.639,1,data/00692.mp4,7,train_tensor/00692.pt
00693,20.194,19.181,1,data/00693.mp4,7,train_tensor/00693.pt
00695,20.767,17.667,1,data/00695.mp4,7,train_tensor/00695.pt
00696,20.211,17.24,1,data/00696.mp4,7,train_tensor/00696.pt
00697,18.933,18.7,1,data/00697.mp4,7,train_tensor/00697.pt
00698,20.767,19.433,1,data/00698.mp4,7,train_tensor/00698.pt
00699,19.0,17.667,1,data/00699.mp4,7,train_tensor/00699.pt
00700,19.92,18.252,1,data/00700.mp4,7,train_tensor/00700.pt
00701,19.3,18.433,1,data/00701.mp4,7,train_tensor/00701.pt
00704,18.394,17.456,1,data/00704.mp4,6,train_tensor/00704.pt
00705,21.86,19.867,1,data/00705.mp4,7,train_tensor/00705.pt
00707,20.764,18.589,1,data/00707.mp4,7,train_tensor/00707.pt
00709,20.333,18.8,1,data/00709.mp4,7,train_tensor/00709.pt
00710,19.917,17.566,1,data/00710.mp4,7,train_tensor/00710.pt
00712,20.633,19.367,1,data/00712.mp4,7,train_tensor/00712.pt
00713,9.564,8.498,1,data/00713.mp4,8,train_tensor/00713.pt
00719,20.9,17.767,1,data/00719.mp4,7,train_tensor/00719.pt
00722,20.533,17.267,1,data/00722.mp4,7,train_tensor/00722.pt
00723,20.267,18.733,1,data/00723.mp4,7,train_tensor/00723.pt
00725,19.833,18.633,1,data/00725.mp4,7,train_tensor/00725.pt
00727,21.6,19.3,1,data/00727.mp4,8,train_tensor/00727.pt
00730,19.576,18.303,1,data/00730.mp4,7,train_tensor/00730.pt
00731,20.433,19.367,1,data/00731.mp4,7,train_tensor/00731.pt
00733,15.194,11.469,1,data/00733.mp4,5,train_tensor/00733.pt
00735,20.2,19.5,1,data/00735.mp4,7,train_tensor/00735.pt
00737,20.5,19.667,1,data/00737.mp4,7,train_tensor/00737.pt
00739,19.308,16.825,1,data/00739.mp4,7,train_tensor/00739.pt
00740,21.233,18.533,1,data/00740.mp4,7,train_tensor/00740.pt
00741,19.794,18.814,1,data/00741.mp4,7,train_tensor/00741.pt
00742,20.168,19.431,1,data/00742.mp4,7,train_tensor/00742.pt
00744,19.015,18.492,1,data/00744.mp4,6,train_tensor/00744.pt
00745,19.833,18.933,1,data/00745.mp4,7,train_tensor/00745.pt
00747,19.667,17.8,1,data/00747.mp4,7,train_tensor/00747.pt
00748,20.533,19.5,1,data/00748.mp4,7,train_tensor/00748.pt
00750,21.025,19.426,1,data/00750.mp4,7,train_tensor/00750.pt
00751,20.333,19.1,1,data/00751.mp4,7,train_tensor/00751.pt
00753,21.1,19.333,1,data/00753.mp4,7,train_tensor/00753.pt
00754,20.2,18.3,1,data/00754.mp4,7,train_tensor/00754.pt
00755,19.033,18.233,1,data/00755.mp4,7,train_tensor/00755.pt
00757,19.967,17.5,1,data/00757.mp4,7,train_tensor/00757.pt
00758,20.237,19.636,1,data/00758.mp4,7,train_tensor/00758.pt
00761,18.8,17.633,1,data/00761.mp4,7,train_tensor/00761.pt
00762,20.4,18.3,1,data/00762.mp4,7,train_tensor/00762.pt
00763,19.3,17.633,1,data/00763.mp4,7,train_tensor/00763.pt
00765,19.314,18.301,1,data/00765.mp4,6,train_tensor/00765.pt
00766,20.367,18.467,1,data/00766.mp4,7,train_tensor/00766.pt
00769,20.433,18.7,1,data/00769.mp4,7,train_tensor/00769.pt
00771,19.398,17.928,1,data/00771.mp4,7,train_tensor/00771.pt
00773,20.1,18.967,1,data/00773.mp4,7,train_tensor/00773.pt
00774,20.4,19.4,1,data/00774.mp4,7,train_tensor/00774.pt
00776,19.818,18.089,1,data/00776.mp4,7,train_tensor/00776.pt
00777,20.515,17.871,1,data/00777.mp4,7,train_tensor/00777.pt
00780,19.967,16.9,1,data/00780.mp4,7,train_tensor/00780.pt
00782,10.126,7.161,1,data/00782.mp4,8,train_tensor/00782.pt
00784,18.5,17.367,1,data/00784.mp4,7,train_tensor/00784.pt
00785,19.933,18.533,1,data/00785.mp4,7,train_tensor/00785.pt
00787,20.9,19.4,1,data/00787.mp4,7,train_tensor/00787.pt
00788,19.53,18.387,1,data/00788.mp4,7,train_tensor/00788.pt
00789,20.357,18.723,1,data/00789.mp4,7,train_tensor/00789.pt
00791,19.8,18.667,1,data/00791.mp4,7,train_tensor/00791.pt
00792,20.433,18.267,1,data/00792.mp4,7,train_tensor/00792.pt
00793,20.367,16.533,1,data/00793.mp4,7,train_tensor/00793.pt
00795,20.706,16.493,1,data/00795.mp4,7,train_tensor/00795.pt
00798,20.324,18.462,1,data/00798.mp4,7,train_tensor/00798.pt
00802,21.336,20.323,1,data/00802.mp4,7,train_tensor/00802.pt
00803,10.565,7.899,1,data/00803.mp4,8,train_tensor/00803.pt
00804,18.733,18.533,1,data/00804.mp4,7,train_tensor/00804.pt
00805,19.335,17.702,1,data/00805.mp4,6,train_tensor/00805.pt
00809,20.067,17.9,1,data/00809.mp4,7,train_tensor/00809.pt
00816,21.267,20.2,1,data/00816.mp4,7,train_tensor/00816.pt
00817,20.553,19.05,1,data/00817.mp4,7,train_tensor/00817.pt
00818,19.133,17.867,1,data/00818.mp4,7,train_tensor/00818.pt
00819,19.52,15.449,1,data/00819.mp4,7,train_tensor/00819.pt
00820,20.1,17.9,1,data/00820.mp4,7,train_tensor/00820.pt
00822,19.5,18.633,1,data/00822.mp4,7,train_tensor/00822.pt
00823,36.4,34.9,1,data/00823.mp4,13,train_tensor/00823.pt
00824,20.521,18.082,1,data/00824.mp4,7,train_tensor/00824.pt
00825,19.2,17.667,1,data/00825.mp4,7,train_tensor/00825.pt
00828,20.167,19.0,1,data/00828.mp4,7,train_tensor/00828.pt
00830,19.665,19.109,1,data/00830.mp4,7,train_tensor/00830.pt
00831,18.25,17.367,1,data/00831.mp4,6,train_tensor/00831.pt
00832,20.0,19.0,1,data/00832.mp4,7,train_tensor/00832.pt
00833,9.492,8.226,1,data/00833.mp4,7,train_tensor/00833.pt
00834,19.604,17.607,1,data/00834.mp4,7,train_tensor/00834.pt
00835,20.433,19.267,1,data/00835.mp4,7,train_tensor/00835.pt
00838,9.192,5.762,1,data/00838.mp4,7,train_tensor/00838.pt
00839,20.153,19.119,1,data/00839.mp4,7,train_tensor/00839.pt
00841,19.0,16.167,1,data/00841.mp4,7,train_tensor/00841.pt
00843,19.308,18.186,1,data/00843.mp4,7,train_tensor/00843.pt
00845,21.4,20.1,1,data/00845.mp4,8,train_tensor/00845.pt
00846,19.231,16.946,1,data/00846.mp4,7,train_tensor/00846.pt
00847,19.667,15.812,1,data/00847.mp4,7,train_tensor/00847.pt
00854,19.432,18.263,1,data/00854.mp4,6,train_tensor/00854.pt
00856,9.831,7.465,1,data/00856.mp4,8,train_tensor/00856.pt
00857,20.878,18.591,1,data/00857.mp4,7,train_tensor/00857.pt
00858,20.033,16.633,1,data/00858.mp4,7,train_tensor/00858.pt
00859,19.892,18.422,1,data/00859.mp4,7,train_tensor/00859.pt
00860,20.433,19.9,1,data/00860.mp4,7,train_tensor/00860.pt
00861,20.9,19.367,1,data/00861.mp4,7,train_tensor/00861.pt
00863,19.395,16.997,1,data/00863.mp4,7,train_tensor/00863.pt
00864,21.633,19.833,1,data/00864.mp4,8,train_tensor/00864.pt
00867,20.0,18.867,1,data/00867.mp4,7,train_tensor/00867.pt
00868,19.004,17.398,1,data/00868.mp4,6,train_tensor/00868.pt
00872,19.467,18.533,1,data/00872.mp4,7,train_tensor/00872.pt
00873,19.861,17.983,1,data/00873.mp4,7,train_tensor/00873.pt
00874,20.425,18.693,1,data/00874.mp4,7,train_tensor/00874.pt
00875,21.051,19.346,1,data/00875.mp4,7,train_tensor/00875.pt
00877,20.167,18.6,1,data/00877.mp4,7,train_tensor/00877.pt
00879,19.933,16.9,1,data/00879.mp4,7,train_tensor/00879.pt
00880,19.4,18.5,1,data/00880.mp4,7,train_tensor/00880.pt
00881,17.235,16.876,1,data/00881.mp4,6,train_tensor/00881.pt
00882,19.316,16.747,1,data/00882.mp4,6,train_tensor/00882.pt
00883,10.629,8.363,1,data/00883.mp4,8,train_tensor/00883.pt
00884,21.864,20.197,1,data/00884.mp4,7,train_tensor/00884.pt
00885,20.449,18.26,1,data/00885.mp4,7,train_tensor/00885.pt
00887,19.967,19.167,1,data/00887.mp4,7,train_tensor/00887.pt
00888,9.861,8.729,1,data/00888.mp4,7,train_tensor/00888.pt
00889,21.833,19.1,1,data/00889.mp4,8,train_tensor/00889.pt
00890,19.15,16.414,1,data/00890.mp4,7,train_tensor/00890.pt
00891,19.233,17.7,1,data/00891.mp4,7,train_tensor/00891.pt
00895,20.586,18.887,1,data/00895.mp4,7,train_tensor/00895.pt
00897,19.7,16.667,1,data/00897.mp4,7,train_tensor/00897.pt
00898,19.7,18.498,1,data/00898.mp4,7,train_tensor/00898.pt
00900,21.177,17.942,1,data/00900.mp4,7,train_tensor/00900.pt
00901,18.933,17.667,1,data/00901.mp4,7,train_tensor/00901.pt
00902,20.367,18.8,1,data/00902.mp4,7,train_tensor/00902.pt
00903,20.087,17.184,1,data/00903.mp4,7,train_tensor/00903.pt
00905,10.657,8.859,1,data/00905.mp4,8,train_tensor/00905.pt
00906,18.933,18.033,1,data/00906.mp4,6,train_tensor/00906.pt
00909,21.302,18.998,1,data/00909.mp4,7,train_tensor/00909.pt
00910,19.067,17.533,1,data/00910.mp4,7,train_tensor/00910.pt
00911,19.122,18.162,1,data/00911.mp4,7,train_tensor/00911.pt
00912,19.632,18.554,1,data/00912.mp4,7,train_tensor/00912.pt
00913,18.967,17.067,1,data/00913.mp4,7,train_tensor/00913.pt
00914,20.32,18.85,1,data/00914.mp4,7,train_tensor/00914.pt
00915,10.659,8.76,1,data/00915.mp4,8,train_tensor/00915.pt
00916,19.364,16.785,1,data/00916.mp4,7,train_tensor/00916.pt
00917,21.667,18.133,1,data/00917.mp4,8,train_tensor/00917.pt
00918,20.381,19.903,1,data/00918.mp4,7,train_tensor/00918.pt
00921,20.521,18.785,1,data/00921.mp4,7,train_tensor/00921.pt
00923,19.471,17.344,1,data/00923.mp4,7,train_tensor/00923.pt
00926,20.8,19.4,1,data/00926.mp4,7,train_tensor/00926.pt
00927,20.033,16.4,1,data/00927.mp4,7,train_tensor/00927.pt
00928,19.5,17.667,1,data/00928.mp4,7,train_tensor/00928.pt
00929,18.467,16.033,1,data/00929.mp4,6,train_tensor/00929.pt
00930,20.1,17.867,1,data/00930.mp4,7,train_tensor/00930.pt
00931,19.633,17.6,1,data/00931.mp4,7,train_tensor/00931.pt
00932,20.033,15.933,1,data/00932.mp4,7,train_tensor/00932.pt
00935,19.608,15.795,1,data/00935.mp4,7,train_tensor/00935.pt
00936,19.167,17.633,1,data/00936.mp4,7,train_tensor/00936.pt
00937,20.167,18.3,1,data/00937.mp4,7,train_tensor/00937.pt
00938,10.426,10.226,1,data/00938.mp4,8,train_tensor/00938.pt
00940,19.962,18.492,1,data/00940.mp4,7,train_tensor/00940.pt
00942,19.667,18.833,1,data/00942.mp4,7,train_tensor/00942.pt
00943,15.689,14.284,1,data/00943.mp4,6,train_tensor/00943.pt
00944,10.296,8.897,1,data/00944.mp4,11,train_tensor/00944.pt
00947,19.733,18.567,1,data/00947.mp4,7,train_tensor/00947.pt
00949,20.153,17.474,1,data/00949.mp4,7,train_tensor/00949.pt
00952,19.448,18.63,1,data/00952.mp4,7,train_tensor/00952.pt
00953,20.149,19.692,1,data/00953.mp4,7,train_tensor/00953.pt
00954,19.333,17.033,1,data/00954.mp4,7,train_tensor/00954.pt
00955,19.533,16.9,1,data/00955.mp4,7,train_tensor/00955.pt
00957,19.719,18.67,1,data/00957.mp4,7,train_tensor/00957.pt
00958,19.081,17.611,1,data/00958.mp4,6,train_tensor/00958.pt
00959,23.8,22.167,1,data/00959.mp4,8,train_tensor/00959.pt
00960,19.237,17.898,1,data/00960.mp4,7,train_tensor/00960.pt
00963,20.487,18.852,1,data/00963.mp4,7,train_tensor/00963.pt
00965,21.198,21.068,1,data/00965.mp4,7,train_tensor/00965.pt
00966,19.728,16.11,1,data/00966.mp4,7,train_tensor/00966.pt
00968,21.567,19.133,1,data/00968.mp4,8,train_tensor/00968.pt
00970,19.902,17.026,1,data/00970.mp4,7,train_tensor/00970.pt
00971,20.533,18.2,1,data/00971.mp4,7,train_tensor/00971.pt
00972,15.602,14.544,1,data/00972.mp4,5,train_tensor/00972.pt
00973,12.524,9.227,1,data/00973.mp4,10,train_tensor/00973.pt
00976,19.887,18.352,1,data/00976.mp4,7,train_tensor/00976.pt
00978,20.219,16.496,1,data/00978.mp4,7,train_tensor/00978.pt
00980,19.667,18.667,1,data/00980.mp4,7,train_tensor/00980.pt
00981,20.804,17.052,1,data/00981.mp4,7,train_tensor/00981.pt
00982,19.572,18.461,1,data/00982.mp4,7,train_tensor/00982.pt
00985,25.667,23.767,1,data/00985.mp4,9,train_tensor/00985.pt
00988,9.964,8.798,1,data/00988.mp4,8,train_tensor/00988.pt
00989,20.9,18.5,1,data/00989.mp4,7,train_tensor/00989.pt
00990,19.836,19.019,1,data/00990.mp4,7,train_tensor/00990.pt
00995,20.033,18.767,1,data/00995.mp4,7,train_tensor/00995.pt
00997,21.432,17.684,1,data/00997.mp4,7,train_tensor/00997.pt
00998,20.078,19.19,1,data/00998.mp4,7,train_tensor/00998.pt
01000,17.937,17.152,1,data/01000.mp4,6,train_tensor/01000.pt
01002,20.085,19.047,1,data/01002.mp4,7,train_tensor/01002.pt
01003,20.509,17.962,1,data/01003.mp4,7,train_tensor/01003.pt
01004,21.799,18.651,1,data/01004.mp4,8,train_tensor/01004.pt
01011,19.866,17.961,1,data/01011.mp4,7,train_tensor/01011.pt
01012,21.367,17.867,1,data/01012.mp4,7,train_tensor/01012.pt
01013,19.3,18.833,1,data/01013.mp4,7,train_tensor/01013.pt
01019,18.982,17.25,1,data/01019.mp4,7,train_tensor/01019.pt
01020,17.49,17.065,1,data/01020.mp4,6,train_tensor/01020.pt
01022,18.0,16.5,1,data/01022.mp4,7,train_tensor/01022.pt
01028,9.532,7.133,1,data/01028.mp4,7,train_tensor/01028.pt
01031,9.633,9.067,1,data/01031.mp4,8,train_tensor/01031.pt
01034,18.267,17.1,1,data/01034.mp4,6,train_tensor/01034.pt
01036,21.769,19.499,1,data/01036.mp4,7,train_tensor/01036.pt
01037,20.55,18.048,1,data/01037.mp4,7,train_tensor/01037.pt
01039,19.967,19.267,1,data/01039.mp4,7,train_tensor/01039.pt
01040,,,0,data/01040.mp4,-1,train_tensor/01040.pt
01041,,,0,data/01041.mp4,-1,train_tensor/01041.pt
01042,,,0,data/01042.mp4,-1,train_tensor/01042.pt
01043,,,0,data/01043.mp4,-1,train_tensor/01043.pt
01045,,,0,data/01045.mp4,-1,train_tensor/01045.pt
01046,,,0,data/01046.mp4,-1,train_tensor/01046.pt
01049,,,0,data/01049.mp4,-1,train_tensor/01049.pt
01050,,,0,data/01050.mp4,-1,train_tensor/01050.pt
01052,,,0,data/01052.mp4,-1,train_tensor/01052.pt
01054,,,0,data/01054.mp4,-1,train_tensor/01054.pt
01058,,,0,data/01058.mp4,-1,train_tensor/01058.pt
01060,,,0,data/01060.mp4,-1,train_tensor/01060.pt
01066,,,0,data/01066.mp4,-1,train_tensor/01066.pt
01070,,,0,data/01070.mp4,-1,train_tensor/01070.pt
01071,,,0,data/01071.mp4,-1,train_tensor/01071.pt
01072,,,0,data/01072.mp4,-1,train_tensor/01072.pt
01073,,,0,data/01073.mp4,-1,train_tensor/01073.pt
01074,,,0,data/01074.mp4,-1,train_tensor/01074.pt
01075,,,0,data/01075.mp4,-1,train_tensor/01075.pt
01076,,,0,data/01076.mp4,-1,train_tensor/01076.pt
01078,,,0,data/01078.mp4,-1,train_tensor/01078.pt
01079,,,0,data/01079.mp4,-1,train_tensor/01079.pt
01080,,,0,data/01080.mp4,-1,train_tensor/01080.pt
01081,,,0,data/01081.mp4,-1,train_tensor/01081.pt
01084,,,0,data/01084.mp4,-1,train_tensor/01084.pt
01085,,,0,data/01085.mp4,-1,train_tensor/01085.pt
01089,,,0,data/01089.mp4,-1,train_tensor/01089.pt
01090,,,0,data/01090.mp4,-1,train_tensor/01090.pt
01094,,,0,data/01094.mp4,-1,train_tensor/01094.pt
01095,,,0,data/01095.mp4,-1,train_tensor/01095.pt
01096,,,0,data/01096.mp4,-1,train_tensor/01096.pt
01102,,,0,data/01102.mp4,-1,train_tensor/01102.pt
01103,,,0,data/01103.mp4,-1,train_tensor/01103.pt
01108,,,0,data/01108.mp4,-1,train_tensor/01108.pt
01109,,,0,data/01109.mp4,-1,train_tensor/01109.pt
01111,,,0,data/01111.mp4,-1,train_tensor/01111.pt
01114,,,0,data/01114.mp4,-1,train_tensor/01114.pt
01115,,,0,data/01115.mp4,-1,train_tensor/01115.pt
01118,,,0,data/01118.mp4,-1,train_tensor/01118.pt
01121,,,0,data/01121.mp4,-1,train_tensor/01121.pt
01122,,,0,data/01122.mp4,-1,train_tensor/01122.pt
01127,,,0,data/01127.mp4,-1,train_tensor/01127.pt
01128,,,0,data/01128.mp4,-1,train_tensor/01128.pt
01130,,,0,data/01130.mp4,-1,train_tensor/01130.pt
01131,,,0,data/01131.mp4,-1,train_tensor/01131.pt
01132,,,0,data/01132.mp4,-1,train_tensor/01132.pt
01133,,,0,data/01133.mp4,-1,train_tensor/01133.pt
01134,,,0,data/01134.mp4,-1,train_tensor/01134.pt
01135,,,0,data/01135.mp4,-1,train_tensor/01135.pt
01137,,,0,data/01137.mp4,-1,train_tensor/01137.pt
01138,,,0,data/01138.mp4,-1,train_tensor/01138.pt
01140,,,0,data/01140.mp4,-1,train_tensor/01140.pt
01141,,,0,data/01141.mp4,-1,train_tensor/01141.pt
01142,,,0,data/01142.mp4,-1,train_tensor/01142.pt
01144,,,0,data/01144.mp4,-1,train_tensor/01144.pt
01145,,,0,data/01145.mp4,-1,train_tensor/01145.pt
01146,,,0,data/01146.mp4,-1,train_tensor/01146.pt
01147,,,0,data/01147.mp4,-1,train_tensor/01147.pt
01153,,,0,data/01153.mp4,-1,train_tensor/01153.pt
01155,,,0,data/01155.mp4,-1,train_tensor/01155.pt
01156,,,0,data/01156.mp4,-1,train_tensor/01156.pt
01157,,,0,data/01157.mp4,-1,train_tensor/01157.pt
01159,,,0,data/01159.mp4,-1,train_tensor/01159.pt
01162,,,0,data/01162.mp4,-1,train_tensor/01162.pt
01167,,,0,data/01167.mp4,-1,train_tensor/01167.pt
01172,,,0,data/01172.mp4,-1,train_tensor/01172.pt
01173,,,0,data/01173.mp4,-1,train_tensor/01173.pt
01177,,,0,data/01177.mp4,-1,train_tensor/01177.pt
01178,,,0,data/01178.mp4,-1,train_tensor/01178.pt
01182,,,0,data/01182.mp4,-1,train_tensor/01182.pt
01187,,,0,data/01187.mp4,-1,train_tensor/01187.pt
01189,,,0,data/01189.mp4,-1,train_tensor/01189.pt
01190,,,0,data/01190.mp4,-1,train_tensor/01190.pt
01191,,,0,data/01191.mp4,-1,train_tensor/01191.pt
01192,,,0,data/01192.mp4,-1,train_tensor/01192.pt
01194,,,0,data/01194.mp4,-1,train_tensor/01194.pt
01196,,,0,data/01196.mp4,-1,train_tensor/01196.pt
01205,,,0,data/01205.mp4,-1,train_tensor/01205.pt
01206,,,0,data/01206.mp4,-1,train_tensor/01206.pt
01209,,,0,data/01209.mp4,-1,train_tensor/01209.pt
01210,,,0,data/01210.mp4,-1,train_tensor/01210.pt
01211,,,0,data/01211.mp4,-1,train_tensor/01211.pt
01213,,,0,data/01213.mp4,-1,train_tensor/01213.pt
01214,,,0,data/01214.mp4,-1,train_tensor/01214.pt
01217,,,0,data/01217.mp4,-1,train_tensor/01217.pt
01218,,,0,data/01218.mp4,-1,train_tensor/01218.pt
01219,,,0,data/01219.mp4,-1,train_tensor/01219.pt
01221,,,0,data/01221.mp4,-1,train_tensor/01221.pt
01222,,,0,data/01222.mp4,-1,train_tensor/01222.pt
01225,,,0,data/01225.mp4,-1,train_tensor/01225.pt
01227,,,0,data/01227.mp4,-1,train_tensor/01227.pt
01228,,,0,data/01228.mp4,-1,train_tensor/01228.pt
01229,,,0,data/01229.mp4,-1,train_tensor/01229.pt
01230,,,0,data/01230.mp4,-1,train_tensor/01230.pt
01232,,,0,data/01232.mp4,-1,train_tensor/01232.pt
01235,,,0,data/01235.mp4,-1,train_tensor/01235.pt
01236,,,0,data/01236.mp4,-1,train_tensor/01236.pt
01238,,,0,data/01238.mp4,-1,train_tensor/01238.pt
01240,,,0,data/01240.mp4,-1,train_tensor/01240.pt
01242,,,0,data/01242.mp4,-1,train_tensor/01242.pt
01248,,,0,data/01248.mp4,-1,train_tensor/01248.pt
01249,,,0,data/01249.mp4,-1,train_tensor/01249.pt
01250,,,0,data/01250.mp4,-1,train_tensor/01250.pt
01252,,,0,data/01252.mp4,-1,train_tensor/01252.pt
01254,,,0,data/01254.mp4,-1,train_tensor/01254.pt
01256,,,0,data/01256.mp4,-1,train_tensor/01256.pt
01257,,,0,data/01257.mp4,-1,train_tensor/01257.pt
01259,,,0,data/01259.mp4,-1,train_tensor/01259.pt
01260,,,0,data/01260.mp4,-1,train_tensor/01260.pt
01261,,,0,data/01261.mp4,-1,train_tensor/01261.pt
01262,,,0,data/01262.mp4,-1,train_tensor/01262.pt
01263,,,0,data/01263.mp4,-1,train_tensor/01263.pt
01265,,,0,data/01265.mp4,-1,train_tensor/01265.pt
01266,,,0,data/01266.mp4,-1,train_tensor/01266.pt
01267,,,0,data/01267.mp4,-1,train_tensor/01267.pt
01268,,,0,data/01268.mp4,-1,train_tensor/01268.pt
01270,,,0,data/01270.mp4,-1,train_tensor/01270.pt
01271,,,0,data/01271.mp4,-1,train_tensor/01271.pt
01272,,,0,data/01272.mp4,-1,train_tensor/01272.pt
01276,,,0,data/01276.mp4,-1,train_tensor/01276.pt
01277,,,0,data/01277.mp4,-1,train_tensor/01277.pt
01278,,,0,data/01278.mp4,-1,train_tensor/01278.pt
01279,,,0,data/01279.mp4,-1,train_tensor/01279.pt
01281,,,0,data/01281.mp4,-1,train_tensor/01281.pt
01282,,,0,data/01282.mp4,-1,train_tensor/01282.pt
01283,,,0,data/01283.mp4,-1,train_tensor/01283.pt
01284,,,0,data/01284.mp4,-1,train_tensor/01284.pt
01286,,,0,data/01286.mp4,-1,train_tensor/01286.pt
01287,,,0,data/01287.mp4,-1,train_tensor/01287.pt
01288,,,0,data/01288.mp4,-1,train_tensor/01288.pt
01289,,,0,data/01289.mp4,-1,train_tensor/01289.pt
01290,,,0,data/01290.mp4,-1,train_tensor/01290.pt
01292,,,0,data/01292.mp4,-1,train_tensor/01292.pt
01294,,,0,data/01294.mp4,-1,train_tensor/01294.pt
01296,,,0,data/01296.mp4,-1,train_tensor/01296.pt
01298,,,0,data/01298.mp4,-1,train_tensor/01298.pt
01299,,,0,data/01299.mp4,-1,train_tensor/01299.pt
01301,,,0,data/01301.mp4,-1,train_tensor/01301.pt
01302,,,0,data/01302.mp4,-1,train_tensor/01302.pt
01303,,,0,data/01303.mp4,-1,train_tensor/01303.pt
01305,,,0,data/01305.mp4,-1,train_tensor/01305.pt
01306,,,0,data/01306.mp4,-1,train_tensor/01306.pt
01307,,,0,data/01307.mp4,-1,train_tensor/01307.pt
01309,,,0,data/01309.mp4,-1,train_tensor/01309.pt
01313,,,0,data/01313.mp4,-1,train_tensor/01313.pt
01317,,,0,data/01317.mp4,-1,train_tensor/01317.pt
01318,,,0,data/01318.mp4,-1,train_tensor/01318.pt
01319,,,0,data/01319.mp4,-1,train_tensor/01319.pt
01320,,,0,data/01320.mp4,-1,train_tensor/01320.pt
01321,,,0,data/01321.mp4,-1,train_tensor/01321.pt
01322,,,0,data/01322.mp4,-1,train_tensor/01322.pt
01323,,,0,data/01323.mp4,-1,train_tensor/01323.pt
01326,,,0,data/01326.mp4,-1,train_tensor/01326.pt
01328,,,0,data/01328.mp4,-1,train_tensor/01328.pt
01332,,,0,data/01332.mp4,-1,train_tensor/01332.pt
01334,,,0,data/01334.mp4,-1,train_tensor/01334.pt
01338,,,0,data/01338.mp4,-1,train_tensor/01338.pt
01340,,,0,data/01340.mp4,-1,train_tensor/01340.pt
01342,,,0,data/01342.mp4,-1,train_tensor/01342.pt
01343,,,0,data/01343.mp4,-1,train_tensor/01343.pt
01348,,,0,data/01348.mp4,-1,train_tensor/01348.pt
01350,,,0,data/01350.mp4,-1,train_tensor/01350.pt
01354,,,0,data/01354.mp4,-1,train_tensor/01354.pt
01355,,,0,data/01355.mp4,-1,train_tensor/01355.pt
01356,,,0,data/01356.mp4,-1,train_tensor/01356.pt
01357,,,0,data/01357.mp4,-1,train_tensor/01357.pt
01360,,,0,data/01360.mp4,-1,train_tensor/01360.pt
01362,,,0,data/01362.mp4,-1,train_tensor/01362.pt
01364,,,0,data/01364.mp4,-1,train_tensor/01364.pt
01365,,,0,data/01365.mp4,-1,train_tensor/01365.pt
01368,,,0,data/01368.mp4,-1,train_tensor/01368.pt
01369,,,0,data/01369.mp4,-1,train_tensor/01369.pt
01372,,,0,data/01372.mp4,-1,train_tensor/01372.pt
01374,,,0,data/01374.mp4,-1,train_tensor/01374.pt
01377,,,0,data/01377.mp4,-1,train_tensor/01377.pt
01379,,,0,data/01379.mp4,-1,train_tensor/01379.pt
01380,,,0,data/01380.mp4,-1,train_tensor/01380.pt
01382,,,0,data/01382.mp4,-1,train_tensor/01382.pt
01383,,,0,data/01383.mp4,-1,train_tensor/01383.pt
01384,,,0,data/01384.mp4,-1,train_tensor/01384.pt
01386,,,0,data/01386.mp4,-1,train_tensor/01386.pt
01387,,,0,data/01387.mp4,-1,train_tensor/01387.pt
01388,,,0,data/01388.mp4,-1,train_tensor/01388.pt
01390,,,0,data/01390.mp4,-1,train_tensor/01390.pt
01393,,,0,data/01393.mp4,-1,train_tensor/01393.pt
01394,,,0,data/01394.mp4,-1,train_tensor/01394.pt
01395,,,0,data/01395.mp4,-1,train_tensor/01395.pt
01397,,,0,data/01397.mp4,-1,train_tensor/01397.pt
01399,,,0,data/01399.mp4,-1,train_tensor/01399.pt
01400,,,0,data/01400.mp4,-1,train_tensor/01400.pt
01401,,,0,data/01401.mp4,-1,train_tensor/01401.pt
01402,,,0,data/01402.mp4,-1,train_tensor/01402.pt
01404,,,0,data/01404.mp4,-1,train_tensor/01404.pt
01405,,,0,data/01405.mp4,-1,train_tensor/01405.pt
01408,,,0,data/01408.mp4,-1,train_tensor/01408.pt
01411,,,0,data/01411.mp4,-1,train_tensor/01411.pt
01413,,,0,data/01413.mp4,-1,train_tensor/01413.pt
01414,,,0,data/01414.mp4,-1,train_tensor/01414.pt
01415,,,0,data/01415.mp4,-1,train_tensor/01415.pt
01416,,,0,data/01416.mp4,-1,train_tensor/01416.pt
01417,,,0,data/01417.mp4,-1,train_tensor/01417.pt
01419,,,0,data/01419.mp4,-1,train_tensor/01419.pt
01420,,,0,data/01420.mp4,-1,train_tensor/01420.pt
